,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount
1643,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,PC,4540433.0
1644,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,STATE,418279838.0
1645,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,TDA,553704.0
1646,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,TREAS,165895.0
1647,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,USAID,218705322.0
1648,Ethiopia,2016,life_ex,Life Expectancy,67.9,ADF,814496.0
1649,Ethiopia,2016,life_ex,Life Expectancy,67.9,AGR,544678077.0
1650,Ethiopia,2016,life_ex,Life Expectancy,67.9,HHS,14942776.0
1651,Ethiopia,2016,life_ex,Life Expectancy,67.9,PC,4540433.0
1652,Ethiopia,2016,life_ex,Life Expectancy,67.9,STATE,418279838.0
1653,Ethiopia,2016,life_ex,Life Expectancy,67.9,TDA,553704.0
1654,Ethiopia,2016,life_ex,Life Expectancy,67.9,TREAS,165895.0
1655,Ethiopia,2016,life_ex,Life Expectancy,67.9,USAID,218705322.0
1656,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,ADF,814496.0
1657,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,AGR,544678077.0
1658,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,HHS,14942776.0
1659,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,PC,4540433.0
1660,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,STATE,418279838.0
1661,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,TDA,553704.0
1662,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,TREAS,165895.0
1663,Ethiopia,2016,obesitya,Obesity prevalence among adults (%),-4.0,USAID,218705322.0
1664,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,ADF,814496.0
1665,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,AGR,544678077.0
1666,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,HHS,14942776.0
1667,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,PC,4540433.0
1668,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,STATE,418279838.0
1669,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,TDA,553704.0
1670,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,TREAS,165895.0
1671,Ethiopia,2016,u5mr,Under-five mortality rate,-7.45,USAID,218705322.0
1672,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,ADF,814496.0
1673,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,AGR,544678077.0
1674,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,HHS,14942776.0
1675,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,PC,4540433.0
1676,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,STATE,418279838.0
1677,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,TDA,553704.0
1678,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,TREAS,165895.0
1679,Ethiopia,2016,u5mr,Under-five mortality rate,-5.85,USAID,218705322.0
1680,Ethiopia,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,ADF,26410.0
1681,Ethiopia,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,AGR,406837414.0
1682,Ethiopia,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,HHS,19971285.0
1683,Ethiopia,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,PC,4377303.0
1684,Ethiopia,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,STATE,385859015.0
1685,Ethiopia,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,TDA,1542614.0
1686,Ethiopia,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,USAID,351387618.0
1687,Ethiopia,2017,hh_wat_sm,Population using safely managed drinking water services (%),21.0,ADF,26410.0
1688,Ethiopia,2017,hh_wat_sm,Population using safely managed drinking water services (%),21.0,AGR,406837414.0
1689,Ethiopia,2017,hh_wat_sm,Population using safely managed drinking water services (%),21.0,HHS,19971285.0
1690,Ethiopia,2017,hh_wat_sm,Population using safely managed drinking water services (%),21.0,PC,4377303.0
1691,Ethiopia,2017,hh_wat_sm,Population using safely managed drinking water services (%),21.0,STATE,385859015.0
1692,Ethiopia,2017,hh_wat_sm,Population using safely managed drinking water services (%),21.0,TDA,1542614.0
1693,Ethiopia,2017,hh_wat_sm,Population using safely managed drinking water services (%),21.0,USAID,351387618.0
1694,Ethiopia,2017,life_ex,Life Expectancy,68.4,ADF,26410.0
1695,Ethiopia,2017,life_ex,Life Expectancy,68.4,AGR,406837414.0
1696,Ethiopia,2017,life_ex,Life Expectancy,68.4,HHS,19971285.0
1697,Ethiopia,2017,life_ex,Life Expectancy,68.4,PC,4377303.0
1698,Ethiopia,2017,life_ex,Life Expectancy,68.4,STATE,385859015.0
1699,Ethiopia,2017,life_ex,Life Expectancy,68.4,TDA,1542614.0
1700,Ethiopia,2017,life_ex,Life Expectancy,68.4,USAID,351387618.0
1701,Ethiopia,2017,u5mr,Under-five mortality rate,-5.6,ADF,26410.0
1702,Ethiopia,2017,u5mr,Under-five mortality rate,-5.6,AGR,406837414.0
1703,Ethiopia,2017,u5mr,Under-five mortality rate,-5.6,HHS,19971285.0
1704,Ethiopia,2017,u5mr,Under-five mortality rate,-5.6,PC,4377303.0
1705,Ethiopia,2017,u5mr,Under-five mortality rate,-5.6,STATE,385859015.0
1706,Ethiopia,2017,u5mr,Under-five mortality rate,-5.6,TDA,1542614.0
1707,Ethiopia,2017,u5mr,Under-five mortality rate,-5.6,USAID,351387618.0
1708,Ethiopia,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,AGR,312196816.0
1709,Ethiopia,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,HHS,7883989.0
1710,Ethiopia,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,PC,4708982.0
1711,Ethiopia,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,STATE,326300838.0
1712,Ethiopia,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,TDA,1564275.0
1713,Ethiopia,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,USAID,255783434.0
1714,Ethiopia,2018,hh_wat_sm,Population using safely managed drinking water services (%),21.5,AGR,312196816.0
1715,Ethiopia,2018,hh_wat_sm,Population using safely managed drinking water services (%),21.5,HHS,7883989.0
1716,Ethiopia,2018,hh_wat_sm,Population using safely managed drinking water services (%),21.5,PC,4708982.0
1717,Ethiopia,2018,hh_wat_sm,Population using safely managed drinking water services (%),21.5,STATE,326300838.0
1718,Ethiopia,2018,hh_wat_sm,Population using safely managed drinking water services (%),21.5,TDA,1564275.0
1719,Ethiopia,2018,hh_wat_sm,Population using safely managed drinking water services (%),21.5,USAID,255783434.0
1720,Ethiopia,2018,life_ex,Life Expectancy,68.8,AGR,312196816.0
1721,Ethiopia,2018,life_ex,Life Expectancy,68.8,HHS,7883989.0
1722,Ethiopia,2018,life_ex,Life Expectancy,68.8,PC,4708982.0
1723,Ethiopia,2018,life_ex,Life Expectancy,68.8,STATE,326300838.0
1724,Ethiopia,2018,life_ex,Life Expectancy,68.8,TDA,1564275.0
1725,Ethiopia,2018,life_ex,Life Expectancy,68.8,USAID,255783434.0
1726,Ethiopia,2018,u5mr,Under-five mortality rate,-5.300000000000001,AGR,312196816.0
1727,Ethiopia,2018,u5mr,Under-five mortality rate,-5.300000000000001,HHS,7883989.0
1728,Ethiopia,2018,u5mr,Under-five mortality rate,-5.300000000000001,PC,4708982.0
1729,Ethiopia,2018,u5mr,Under-five mortality rate,-5.300000000000001,STATE,326300838.0
1730,Ethiopia,2018,u5mr,Under-five mortality rate,-5.300000000000001,TDA,1564275.0
1731,Ethiopia,2018,u5mr,Under-five mortality rate,-5.300000000000001,USAID,255783434.0
1732,Ethiopia,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,AGR,342452824.0
1733,Ethiopia,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,HHS,4815631.0
1734,Ethiopia,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,MCC,116748.0
1735,Ethiopia,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,PC,4152746.0
1736,Ethiopia,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,STATE,330484538.0
1737,Ethiopia,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,TREAS,195208.0
1738,Ethiopia,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,USAID,296695913.0
1739,Ethiopia,2019,hh_wat_sm,Population using safely managed drinking water services (%),22.0,AGR,342452824.0
1740,Ethiopia,2019,hh_wat_sm,Population using safely managed drinking water services (%),22.0,HHS,4815631.0
1741,Ethiopia,2019,hh_wat_sm,Population using safely managed drinking water services (%),22.0,MCC,116748.0
1742,Ethiopia,2019,hh_wat_sm,Population using safely managed drinking water services (%),22.0,PC,4152746.0
1743,Ethiopia,2019,hh_wat_sm,Population using safely managed drinking water services (%),22.0,STATE,330484538.0
1744,Ethiopia,2019,hh_wat_sm,Population using safely managed drinking water services (%),22.0,TREAS,195208.0
1745,Ethiopia,2019,hh_wat_sm,Population using safely managed drinking water services (%),22.0,USAID,296695913.0
1746,Ethiopia,2019,life_ex,Life Expectancy,69.0,AGR,342452824.0
1747,Ethiopia,2019,life_ex,Life Expectancy,69.0,HHS,4815631.0
1748,Ethiopia,2019,life_ex,Life Expectancy,69.0,MCC,116748.0
1749,Ethiopia,2019,life_ex,Life Expectancy,69.0,PC,4152746.0
1750,Ethiopia,2019,life_ex,Life Expectancy,69.0,STATE,330484538.0
1751,Ethiopia,2019,life_ex,Life Expectancy,69.0,TREAS,195208.0
1752,Ethiopia,2019,life_ex,Life Expectancy,69.0,USAID,296695913.0
1753,Ethiopia,2019,u5mr,Under-five mortality rate,-6.050000000000001,AGR,342452824.0
1754,Ethiopia,2019,u5mr,Under-five mortality rate,-6.050000000000001,HHS,4815631.0
1755,Ethiopia,2019,u5mr,Under-five mortality rate,-6.050000000000001,MCC,116748.0
1756,Ethiopia,2019,u5mr,Under-five mortality rate,-6.050000000000001,PC,4152746.0
1757,Ethiopia,2019,u5mr,Under-five mortality rate,-6.050000000000001,STATE,330484538.0
1758,Ethiopia,2019,u5mr,Under-five mortality rate,-6.050000000000001,TREAS,195208.0
1759,Ethiopia,2019,u5mr,Under-five mortality rate,-6.050000000000001,USAID,296695913.0
1760,Ethiopia,2019,u5mr,Under-five mortality rate,-5.05,AGR,342452824.0
1761,Ethiopia,2019,u5mr,Under-five mortality rate,-5.05,HHS,4815631.0
1762,Ethiopia,2019,u5mr,Under-five mortality rate,-5.05,MCC,116748.0
1763,Ethiopia,2019,u5mr,Under-five mortality rate,-5.05,PC,4152746.0
1764,Ethiopia,2019,u5mr,Under-five mortality rate,-5.05,STATE,330484538.0
1765,Ethiopia,2019,u5mr,Under-five mortality rate,-5.05,TREAS,195208.0
1766,Ethiopia,2019,u5mr,Under-five mortality rate,-5.05,USAID,296695913.0
1767,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,ADF,15000.0
1768,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,AGR,245590766.0
1769,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,DFC,1550000.0
1770,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,HHS,3325801.0
1771,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,MCC,512402.0
1772,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,PC,3077040.0
1773,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,STATE,406221548.0
1774,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,TDA,918621.0
1775,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,TREAS,324351.0
1776,Ethiopia,2020,hh_wat_sm,Population using safely managed drinking water services (%),22.0,USAID,538810969.0
1777,Ethiopia,2020,life_ex,Life Expectancy,69.6,ADF,15000.0
1778,Ethiopia,2020,life_ex,Life Expectancy,69.6,AGR,245590766.0
1779,Ethiopia,2020,life_ex,Life Expectancy,69.6,DFC,1550000.0
1780,Ethiopia,2020,life_ex,Life Expectancy,69.6,HHS,3325801.0
1781,Ethiopia,2020,life_ex,Life Expectancy,69.6,MCC,512402.0
1782,Ethiopia,2020,life_ex,Life Expectancy,69.6,PC,3077040.0
1783,Ethiopia,2020,life_ex,Life Expectancy,69.6,STATE,406221548.0
1784,Ethiopia,2020,life_ex,Life Expectancy,69.6,TDA,918621.0
1785,Ethiopia,2020,life_ex,Life Expectancy,69.6,TREAS,324351.0
1786,Ethiopia,2020,life_ex,Life Expectancy,69.6,USAID,538810969.0
1787,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,ADF,15000.0
1788,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,AGR,245590766.0
1789,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,DFC,1550000.0
1790,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,HHS,3325801.0
1791,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,MCC,512402.0
1792,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,PC,3077040.0
1793,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,STATE,406221548.0
1794,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,TDA,918621.0
1795,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,TREAS,324351.0
1796,Ethiopia,2020,u5mr,Under-five mortality rate,-4.85,USAID,538810969.0
1797,Haiti,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,AGR,32808421.0
1798,Haiti,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,705403.0
1799,Haiti,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,2110877.0
1800,Haiti,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,19649.0
1801,Haiti,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,50104668.0
1802,Haiti,2002,life_ex,Life Expectancy,58.5,AGR,32808421.0
1803,Haiti,2002,life_ex,Life Expectancy,58.5,IAF,705403.0
1804,Haiti,2002,life_ex,Life Expectancy,58.5,PC,2110877.0
1805,Haiti,2002,life_ex,Life Expectancy,58.5,STATE,19649.0
1806,Haiti,2002,life_ex,Life Expectancy,58.5,USAID,50104668.0
1807,Haiti,2002,obesitya,Obesity prevalence among adults (%),-10.5,AGR,32808421.0
1808,Haiti,2002,obesitya,Obesity prevalence among adults (%),-10.5,IAF,705403.0
1809,Haiti,2002,obesitya,Obesity prevalence among adults (%),-10.5,PC,2110877.0
1810,Haiti,2002,obesitya,Obesity prevalence among adults (%),-10.5,STATE,19649.0
1811,Haiti,2002,obesitya,Obesity prevalence among adults (%),-10.5,USAID,50104668.0
1812,Haiti,2002,u5mr,Under-five mortality rate,-9.7,AGR,32808421.0
1813,Haiti,2002,u5mr,Under-five mortality rate,-9.7,IAF,705403.0
1814,Haiti,2002,u5mr,Under-five mortality rate,-9.7,PC,2110877.0
1815,Haiti,2002,u5mr,Under-five mortality rate,-9.7,STATE,19649.0
1816,Haiti,2002,u5mr,Under-five mortality rate,-9.7,USAID,50104668.0
1817,Haiti,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,AGR,56963806.0
1818,Haiti,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,HHS,2756720.0
1819,Haiti,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,2288077.0
1820,Haiti,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,51654521.0
1821,Haiti,2003,life_ex,Life Expectancy,57.5,AGR,56963806.0
1822,Haiti,2003,life_ex,Life Expectancy,57.5,HHS,2756720.0
1823,Haiti,2003,life_ex,Life Expectancy,57.5,PC,2288077.0
1824,Haiti,2003,life_ex,Life Expectancy,57.5,USAID,51654521.0
1825,Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,AGR,56963806.0
1826,Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,HHS,2756720.0
1827,Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,PC,2288077.0
1828,Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,USAID,51654521.0
1829,Haiti,2003,u5mr,Under-five mortality rate,-9.399999999999999,AGR,56963806.0
1830,Haiti,2003,u5mr,Under-five mortality rate,-9.399999999999999,HHS,2756720.0
1831,Haiti,2003,u5mr,Under-five mortality rate,-9.399999999999999,PC,2288077.0
1832,Haiti,2003,u5mr,Under-five mortality rate,-9.399999999999999,USAID,51654521.0
1833,Haiti,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,AGR,47137495.0
1834,Haiti,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,HHS,1346076.0
1835,Haiti,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,1888545.0
1836,Haiti,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,27748621.0
1837,Haiti,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,TDA,32929.0
1838,Haiti,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,94106101.0
1839,Haiti,2004,life_ex,Life Expectancy,59.0,AGR,47137495.0
1840,Haiti,2004,life_ex,Life Expectancy,59.0,HHS,1346076.0
1841,Haiti,2004,life_ex,Life Expectancy,59.0,PC,1888545.0
1842,Haiti,2004,life_ex,Life Expectancy,59.0,STATE,27748621.0
1843,Haiti,2004,life_ex,Life Expectancy,59.0,TDA,32929.0
1844,Haiti,2004,life_ex,Life Expectancy,59.0,USAID,94106101.0
1845,Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,AGR,47137495.0
1846,Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,HHS,1346076.0
1847,Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,PC,1888545.0
1848,Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,STATE,27748621.0
1849,Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,TDA,32929.0
1850,Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,USAID,94106101.0
1851,Haiti,2004,u5mr,Under-five mortality rate,-9.2,AGR,47137495.0
1852,Haiti,2004,u5mr,Under-five mortality rate,-9.2,HHS,1346076.0
1853,Haiti,2004,u5mr,Under-five mortality rate,-9.2,PC,1888545.0
1854,Haiti,2004,u5mr,Under-five mortality rate,-9.2,STATE,27748621.0
1855,Haiti,2004,u5mr,Under-five mortality rate,-9.2,TDA,32929.0
1856,Haiti,2004,u5mr,Under-five mortality rate,-9.2,USAID,94106101.0
1857,Haiti,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,AGR,44701935.0
1858,Haiti,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,HHS,1245413.0
1859,Haiti,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,1134796.0
1860,Haiti,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,60912646.0
1861,Haiti,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,TDA,1044933.0
1862,Haiti,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,TREAS,326541.0
